School Year,County,Institution ID,BEDS Code,School Name,Affliation,PreK,HalfK,FullK,GR1,GR2,GR3,GR4,GR5,GR6,UGE,GR7,GR8,GR9,GR10,GR11,GR12,HS
2019-20,KINGS,800000044287,332000228439,YESHIVA MACHZIKEI HADAS,JEWISH,0,0,197,0,0,0,94,121,90,0,104,87,0,0,0,0,0
2019-20,KINGS,800000044288,332000228527,BNOS YERUSHALAYIM,JEWISH,95,0,126,89,84,86,86,70,86,0,75,75,80,66,65,74,285
2019-20,KINGS,800000044289,332000228651,BAIS YAAKOV D'CHASSIDEI GUR,JEWISH,47,0,55,64,43,64,54,68,45,0,45,41,0,0,0,0,0
2019-20,KINGS,800000044276,332000228679,BAIS YAAKOV OF 18TH AVE,JEWISH,32,0,32,30,28,31,27,31,28,0,29,31,0,0,0,0,0
2019-20,KINGS,800000044277,332000228769,YESHIVA IMREI YOSEF SPINKA,JEWISH,13,0,16,19,17,9,26,12,20,0,17,17,27,31,27,0,85
2019-20,KINGS,800000044267,332000228797,YESHIVA TIFERES BUNIM,JEWISH,24,0,9,12,9,7,9,8,15,0,10,15,0,0,0,0,0
2019-20,KINGS,800000044270,332000228904,YESHIVAS NOVOMINSK-KOL YEHUDA,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,44,44,38,40,166
2019-20,KINGS,800000044273,332000228908,BAIS ESTHER SCHOOL,JEWISH,194,0,91,84,74,67,61,62,51,0,46,50,0,0,0,0,0
2019-20,KINGS,800000044274,332000228915,BAIS YAAKOV D'GUR HIGH SCHOOL,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,39,34,31,51,155
2019-20,KINGS,800000044250,332000229010,BNOS YAKOV OF BORO PARK,JEWISH,58,0,60,57,63,61,48,68,61,0,59,55,42,39,35,17,133
2019-20,KINGS,800000044252,332000229051,MACHON BAIS YAAKOV HILDA BIRN HS,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,29,55
2019-20,KINGS,800000044253,332000229076,BAIS FRIMA CHINUCH CENTER,JEWISH,58,0,6,7,7,13,0,12,10,0,10,0,0,0,0,0,0
2019-20,KINGS,800000044255,332000229091,YESHIVA DERECH CHAIM,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
2019-20,KINGS,800000044256,332000229112,SINAI ACADEMIC CENTER,JEWISH,0,0,0,0,0,0,0,0,5,0,2,10,5,7,9,7,28
2019-20,KINGS,800000044244,332000229159,TALMUD TORAH D'RABINU YOEL,JEWISH,0,0,397,162,157,173,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000044246,332000229276,MERKAZ BNOS/BNOS CHAVA HIGH SCHOOL,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,16,26,0,13,55
2019-20,KINGS,800000044247,332000229282,YESHIVA CONGREGATION TORAS YUFA,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,80
2019-20,KINGS,800000044235,332000229319,TIFERES MIRIAM SCHOOL FOR GIRLS,JEWISH,0,0,0,0,0,0,0,0,1,0,3,4,7,7,8,8,30
2019-20,KINGS,800000044240,332000229340,YESHIVA SHALSHELET BAIS YAAKOV,JEWISH,0,0,6,6,7,6,8,15,12,0,10,13,0,0,0,0,0
2019-20,KINGS,800000044241,332000229376,ZICHRON YEHUDA-BAIS SIMCHA,JEWISH,15,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000044242,332000229420,YESHIVA TIFERES SHMIEL,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,32,36,40,94,202
2019-20,KINGS,800000044228,332000229460,CHEDER (THE),JEWISH,58,0,54,53,55,47,55,52,52,0,49,51,0,0,0,0,0
2019-20,KINGS,800000044233,332000229590,CONGREGATION MACHNE CHAIM INC,JEWISH,102,0,46,60,73,63,69,71,66,0,64,60,45,48,50,48,191
2019-20,KINGS,800000044222,332000229665,YESHIVA KEHILATH YAKOV,JEWISH,75,0,31,39,38,37,40,34,35,0,42,39,0,0,0,0,0
2019-20,KINGS,800000044223,332000229673,VIZNITZER CHAIDER TIFERES YISROEL,JEWISH,31,0,9,17,13,14,13,23,22,0,24,25,0,0,0,0,0
2019-20,KINGS,800000044212,332000229822,GAN YISROEL,JEWISH,27,0,46,9,8,9,5,11,0,0,0,6,0,0,0,0,0
2019-20,KINGS,800000044213,332000229839,YESHIVA NESIVOS CHAIM,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,4,11,9,6,30
2019-20,KINGS,800000055878,332000229894,OHR TORAH,JEWISH,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0
2019-20,KINGS,800000044194,332000305792,LUTHERAN ELEM SCHOOL OF BAY RIDGE,LUTHERAN,16,0,16,12,15,18,13,18,14,0,17,17,0,0,0,0,0
2019-20,KINGS,800000044196,332000445840,BROOKLYN SDA ELEMENTARY SCHOOL,SEVENTH-DAY ADVENTIST,7,0,12,15,8,9,13,7,14,0,11,6,0,0,0,0,0
2019-20,KINGS,800000044171,332000718760,D & G KALOIDIS PAROCHIAL SCHOOL,GREEK ORTHODOX,46,0,18,9,9,19,11,12,6,0,8,13,0,0,0,0,0
2019-20,KINGS,800000044172,332000808988,BAY RIDGE CHRISTIAN ACADEMY,CHRISTIAN FUNDAMENTALIST,17,0,9,8,13,9,7,8,8,0,8,12,0,0,0,0,0
2019-20,KINGS,800000044173,332000809366,GATEWAY CITY ACADEMY,CHRISTIAN FUNDAMENTALIST,124,0,3,5,5,6,3,0,6,0,7,8,0,0,0,0,0
2019-20,KINGS,800000090321,332000996353,NEW GENERATION ELEMENTARY SCHOOL,INDEPENDENT,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000034214,332000996880,ADELPHI ACADEMY,INDEPENDENT,30,0,2,3,5,1,6,4,7,0,3,5,8,9,9,8,34
2019-20,KINGS,800000044137,332000996928,POLY PREP COUNTRY DAY SCHOOL,INDEPENDENT,38,0,39,39,35,35,26,53,92,0,105,101,152,122,128,124,526
2019-20,KINGS,800000044120,332000999653,BAY RIDGE PREP SCHOOL,INDEPENDENT,0,0,16,15,12,15,15,17,29,0,34,44,40,46,62,49,197
2019-20,KINGS,800000059679,332100125507,ST PETER CATHOLIC ACADEMY,ROMAN CATHOLIC - BROOKLYN DIOCESE,72,0,17,12,14,16,12,19,20,0,20,18,0,0,0,0,0
2019-20,KINGS,800000044077,332100126015,ST ATHANASIUS CATHOLIC ACADEMY,ROMAN CATHOLIC - BROOKLYN DIOCESE,52,0,24,45,27,28,27,31,27,0,32,11,0,0,0,0,0
2019-20,KINGS,800000044080,332100126097,OUR LADY OF GRACE CATHOLIC ACAD,ROMAN CATHOLIC - BROOKLYN DIOCESE,0,0,16,16,18,15,22,17,15,0,20,27,0,0,0,0,0
2019-20,KINGS,800000044064,332100206938,LUBAVITCHER SCHOOL CHABAD,JEWISH,14,0,13,16,9,19,25,9,17,0,4,3,0,0,0,0,0
2019-20,KINGS,800000055832,332100206993,MESIVTA YESHIVA RABBI CHAIM BERLIN,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,62,66,66,54,248
2019-20,KINGS,800000044065,332100207932,LUBAVITCHER HIGH SCHOOL,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,33,27,29,23,112
2019-20,KINGS,800000059260,332100225340,ELITE HIGH SCHOOL,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,7,9,11,7,34
2019-20,KINGS,800000060757,332100225677,YESHIVAT MAGEN ABRAHAM,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,6,8,10,27,51
2019-20,KINGS,800000061351,332100225701,MAZEL DAY SCHOOL,JEWISH,26,0,35,34,38,33,29,36,12,0,18,10,0,0,0,0,0
2019-20,KINGS,800000063651,332100225735,BNOT CHAYA ACADEMY,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,10,10,5,5,30
2019-20,KINGS,800000070451,332100226075,YESHIVAT DARCHEI ERES INC,JEWISH,0,0,74,72,63,72,47,47,56,0,39,47,70,67,61,68,266
2019-20,KINGS,800000074914,332100226100,CONGREGATION BNOS CHAYA,JEWISH,15,0,28,24,22,20,24,14,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000083584,332100226160,PATHWAY STUDY CENTER INC (THE),JEWISH,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0
2019-20,KINGS,800000085868,332100226198,CONGREGATION CHASIDEI BELZ BETH MALK,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,44,33,47,0,124
2019-20,KINGS,800000087183,332100226224,YESHIVA MACHZIKEI HADAS 2,JEWISH,0,0,0,94,89,82,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000088044,332100226237,YESHIVA DARCHEI ALIYA,JEWISH,0,0,8,0,7,7,6,3,5,0,6,3,0,0,0,0,0
2019-20,KINGS,800000088147,332100226244,YESHIVA LEV TORAH - SITE 2,JEWISH,30,0,16,14,14,13,10,7,7,0,0,0,0,0,0,0,0
2019-20,KINGS,800000090361,332100226333,YESHIVA & MESIFTA VYOEL MOSHE-SEAGAT,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,136
2019-20,KINGS,800000056148,332100226336,YESHIVA OHR SHRAGA D'VERETZKY,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,28,18,24,23,93
2019-20,KINGS,800000059902,332100226340,YESHIVAT SHAARE TORAH,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,25,29,22,23,99
2019-20,KINGS,800000056156,332100226349,BIG APPLE INSTITUTE SITE 2,JEWISH,0,0,140,108,114,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000090320,332100226392,YESHIVA PREP HIGH SCHOOL,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,9,11,5,3,28
2019-20,KINGS,800000043972,332100226404,YESHIVA OF BROOKLYN,JEWISH,0,0,13,9,11,8,18,14,13,0,15,16,0,0,0,0,0
2019-20,KINGS,800000090736,332100226440,YESHIVAT LEV TORAH HIGH SCHOOL,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,11,10,7,0,28
2019-20,KINGS,800000090772,332100226446,IVDU ELEMENTARY SCHOOL,JEWISH,0,0,2,5,1,1,4,2,6,0,5,2,0,0,0,0,0
2019-20,KINGS,800000091337,332100226459,YDE GIRLS ELEMENTARY SCHOOL,JEWISH,123,0,59,58,61,45,42,44,38,0,19,25,0,0,0,0,0
2019-20,KINGS,800000091409,332100226486,YESHIVAT MEKOR HAIM HS,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,7,14,8,5,34
2019-20,KINGS,800000044052,332100226500,YESHIVA TORAH TEMIMAH,JEWISH,18,0,17,20,21,26,38,32,44,0,42,49,31,22,26,28,107
2019-20,KINGS,800000042849,332100226510,YESHIVA OF BELLE HARBOR,JEWISH,0,0,10,11,10,12,14,6,10,0,15,14,0,0,0,0,0
2019-20,KINGS,800000044053,332100226924,MAGEN DAVID YESH-ISAAC SHLM E,JEWISH,133,0,117,115,106,83,116,128,108,0,118,155,0,0,0,0,0
2019-20,KINGS,800000044069,332100226933,SHULAMITH SCHOOL FOR GIRLS-BROOKLYN,JEWISH,0,0,17,17,20,17,22,20,21,0,23,17,0,0,0,0,0
2019-20,KINGS,800000044057,332100226947,YESHIVA OF BROOKLYN,JEWISH,34,5,28,34,31,39,24,38,43,0,44,48,63,44,51,47,205
2019-20,KINGS,800000044058,332100226952,YESHIVA KARLIN STOLIN,JEWISH,36,0,48,33,48,39,47,35,52,0,31,33,41,45,22,29,137
2019-20,KINGS,800000044059,332100226958,YESHIVA RABBI CHAIM BERLIN,JEWISH,81,0,69,64,72,80,79,87,80,0,73,88,0,0,0,0,0
2019-20,KINGS,800000044046,332100227202,AHI EZER YESHIVA,JEWISH,40,0,10,6,6,8,17,12,16,0,22,19,0,0,0,0,0
2019-20,KINGS,800000044047,332100227245,BNOS ISRAEL OF EAST FLATBUSH,JEWISH,32,0,36,28,26,27,29,28,25,0,29,26,0,0,0,0,0
2019-20,KINGS,800000044049,332100227684,YESHIVAH OF FLATBUSH ELEMENTARY SCH,JEWISH,115,0,137,120,143,141,103,139,141,0,126,126,0,0,0,0,0
2019-20,KINGS,800000044050,332100227824,BAIS YAAKOV ACADEMY,JEWISH,57,0,59,58,48,54,59,59,67,0,52,59,69,51,61,64,245
2019-20,KINGS,800000044055,332100228502,SHULAMITH  OF BROOKLYN,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,12,13,9,14,48
2019-20,KINGS,800000044056,332100228530,ATERET TORAH CENTER,JEWISH,78,84,92,87,71,70,86,68,74,0,55,44,59,52,54,39,204
2019-20,KINGS,800000034151,332100228724,SHAARE TORAH SCHOOL,JEWISH,22,0,22,27,21,36,25,27,28,0,31,31,0,0,0,0,0
2019-20,KINGS,800000044019,332100228850,YESHIVA IMREI CHAIM VIZNITZ,JEWISH,131,0,72,70,74,71,74,77,49,0,59,58,0,0,0,0,0
2019-20,KINGS,800000044024,332100229088,MAGEN DAVID YESHIVAH HIGH SCHOOL,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,91,105,111,105,412
2019-20,KINGS,800000044039,332100229099,BET YAAKOV ATERET TORAH,JEWISH,70,70,67,67,85,74,76,65,81,0,68,67,0,0,0,0,0
2019-20,KINGS,800000044041,332100229120,CONG OHR SHRAGA D'VERETZKY,JEWISH,20,0,27,25,21,30,23,22,30,0,29,28,0,0,0,0,0
2019-20,KINGS,800000044042,332100229256,BET YAKOV ATERET TORAH HIGH SCHOOL,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,48,54,56,50,208
2019-20,KINGS,800000044005,332100229424,GESHER YEHUDA,JEWISH,0,0,4,5,7,5,5,5,8,0,4,5,0,0,0,0,0
2019-20,KINGS,800000043812,332100229485,BIG APPLE INSTITUTE INC,JEWISH,0,0,0,0,0,98,101,101,72,0,81,72,0,0,0,0,0
2019-20,KINGS,800000044026,332100229598,YESHIVAT OR HATORAH,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,8,11,7,8,34
2019-20,KINGS,800000044027,332100229599,BET YAAKOV OHR SARAH,JEWISH,29,0,29,27,32,29,18,22,24,0,22,25,24,24,16,22,86
2019-20,KINGS,800000044015,332100229679,MESIVTA & YESHIVA GEDOLAH OF MNHTTN,JEWISH,0,0,0,0,0,0,0,0,0,0,0,1,4,1,3,2,10
2019-20,KINGS,800000044016,332100229811,BARKAI YESHIVA,JEWISH,42,0,45,37,45,33,29,31,36,0,33,36,0,0,0,0,0
2019-20,KINGS,800000043794,332100229813,MARILYN DAVID IVDU UPPER GIRLS SCHOO,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000043996,332100229830,B'NOT RACHEL HIGH SCHOOL FOR GIRLS,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,20,19,20,21,80
2019-20,KINGS,800000059263,332100995351,IMAGINE ACADEMY,INDEPENDENT,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0
2019-20,KINGS,800000059296,332100995457,REACH FOR THE STARS LEARNING CENTER,INDEPENDENT,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
2019-20,KINGS,800000069391,332100996045,BECEC INC,INDEPENDENT,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000043974,332100997913,WINDMILL MONTESSORI SCHOOL,INDEPENDENT,20,0,11,9,8,6,10,10,2,0,3,2,0,0,0,0,0
2019-20,KINGS,800000043980,332100999764,BROOKLYN AMITY SCHOOL,INDEPENDENT,48,0,0,8,7,7,16,10,12,0,12,7,13,13,6,7,39
2019-20,KINGS,800000059060,332200125181,MIDWOOD CATHOLIC ACADEMY,ROMAN CATHOLIC - BROOKLYN DIOCESE,10,0,19,20,23,20,30,31,26,0,27,43,0,0,0,0,0
2019-20,KINGS,800000043871,332200126021,ST BERNARD CATHOLIC ACADEMY,ROMAN CATHOLIC - BROOKLYN DIOCESE,24,0,28,35,34,35,36,33,33,0,34,29,0,0,0,0,0
2019-20,KINGS,800000043876,332200126033,ST EDMUND PREP HIGH SCHOOL,ROMAN CATHOLIC - BROOKLYN DIOCESE,0,0,0,0,0,0,0,0,0,0,0,0,153,123,124,138,538
2019-20,KINGS,800000043877,332200126034,ST EDMUND ELEMENTARY SCHOOL,ROMAN CATHOLIC - BROOKLYN DIOCESE,15,0,21,11,11,10,21,19,16,0,18,28,0,0,0,0,0
2019-20,KINGS,800000043849,332200126049,GOOD SHEPHERD CATHOLIC ACADEMY,ROMAN CATHOLIC - BROOKLYN DIOCESE,35,0,43,33,32,32,23,24,26,0,20,25,0,0,0,0,0
2019-20,KINGS,800000043852,332200126077,ST MARK CATHOLIC ACADEMY,ROMAN CATHOLIC - BROOKLYN DIOCESE,54,0,33,33,21,18,25,24,26,0,26,25,0,0,0,0,0
2019-20,KINGS,800000043835,332200206950,YESHIVA OF FLATBUSH-JOEL BRAVERMAN H,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,183,164,153,131,631
2019-20,KINGS,800000057939,332200225005,NESIVOS BAIS YAAKOV,JEWISH,0,0,0,35,26,32,33,35,32,0,26,22,23,19,25,14,81
2019-20,KINGS,800000056597,332200225638,SHAARE TORAH HIGH SCHOOL-GIRLS,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,44,39,49,28,160
2019-20,KINGS,800000060937,332200225688,MASORES BAIS YAAKOV HIGH SCHOOL,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,72,67,50,50,239
2019-20,KINGS,800000065911,332200225985,YESHIVAT LEV TORAH,JEWISH,0,0,17,5,10,17,20,13,14,0,14,21,0,0,0,0,0
2019-20,KINGS,800000066494,332200226005,CONGREGATION BNOS YAAKOV,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,47,51,49,45,192
2019-20,KINGS,800000055815,332200226034,YESHIVAT OHEL TORAH,JEWISH,27,0,14,24,17,20,27,17,17,0,20,16,0,0,0,0,0
2019-20,KINGS,800000043845,332200226037,ZVI DOV ROTH ACA - YESHIVA RAMBAM,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,10,15,20,22,67
2019-20,KINGS,800000061568,332200226044,MEVAKSHAI HASHEM,JEWISH,56,0,54,55,54,54,57,54,65,0,57,30,0,0,0,0,0
2019-20,KINGS,800000043736,332200226066,YESHIVA BAIS CHAYA ESTHER,JEWISH,11,0,34,11,14,18,19,17,22,0,17,13,10,12,9,0,31
2019-20,KINGS,800000075773,332200226113,YESHIVAT MEKOR HAIM,JEWISH,21,0,25,19,16,21,17,16,10,0,9,18,0,0,0,0,0
2019-20,KINGS,800000076733,332200226125,YESHIVA OHR YISRAEL,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,10,18,10,16,54
2019-20,KINGS,800000077805,332200226139,MESIVTA MEOR HATORAH,JEWISH,0,0,0,0,0,0,0,0,0,0,0,25,38,43,43,41,165
2019-20,KINGS,800000083644,332200226161,MERCAZ GAN OF FLATBUSH/YESHIVA OHEL,JEWISH,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000086567,332200226215,YAD YISROEL,JEWISH,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0
2019-20,KINGS,800000088604,332200226263,BNOS ESTHER MALKA,JEWISH,0,0,0,1,1,1,0,2,1,0,0,0,0,0,0,0,0
2019-20,KINGS,800000089601,332200226299,MEVAKSHAI TORAH,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,33,37,27,0,97
2019-20,KINGS,800000061041,332200226393,YESHIVAT OR HATORAH ES,JEWISH,0,0,9,9,12,8,18,13,18,0,11,13,0,0,0,0,0
2019-20,KINGS,800000067251,332200226423,YESHIVA BAIS CHAYA ESTHER,JEWISH,20,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000091339,332200226457,MOSDOS SATMAR BP FOR BOYS,JEWISH,0,0,0,0,0,0,0,0,47,0,43,40,0,0,0,0,0
2019-20,KINGS,800000043838,332200226487,CROWN HEIGHTS YESHIVAH,JEWISH,39,0,45,28,33,29,26,36,42,0,27,23,12,5,10,0,27
2019-20,KINGS,800000043839,332200226488,PROSPECT PARK BNOS LEAH HIGH SCH,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,45,57,62,54,218
2019-20,KINGS,800000043856,332200226920,JOSEPH S GRUSS YESHIVA HIGH SCH,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,28,25,24,22,99
2019-20,KINGS,800000043857,332200226926,MIRRER YESHIVA HIGH SCHOOL,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,51,42,42,0,135
2019-20,KINGS,800000043858,332200226937,TORAH VODAATH HIGH SCHOOL,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,29,27,17,23,96
2019-20,KINGS,800000043859,332200226954,YESHIVA OF KINGS BAY,JEWISH,10,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000043846,332200226964,YESHIVA TORAH VODAATH,JEWISH,63,0,62,61,67,70,60,66,43,0,41,46,0,0,0,0,0
2019-20,KINGS,800000043832,332200226966,YESHIVA TORAS EMES KAMENITZ,JEWISH,22,0,23,18,13,12,17,15,23,0,10,19,0,0,0,0,0
2019-20,KINGS,800000043833,332200227462,PROSPECT PARK YESHIVA,JEWISH,21,0,36,39,41,38,37,50,52,0,43,48,0,0,0,0,0
2019-20,KINGS,800000043841,332200228238,MIRRER YESHIVA ELEMENTARY SCHOOL,JEWISH,20,0,38,27,38,29,45,37,30,0,41,37,0,0,0,0,0
2019-20,KINGS,800000043843,332200228580,YESHIVA DERECH HATORAH,JEWISH,35,0,21,21,17,25,19,21,24,0,21,19,9,10,7,0,26
2019-20,KINGS,800000043844,332200228584,YESHIVA TIFERETH ELIMELECH,JEWISH,2,23,40,37,41,33,41,35,35,0,39,46,38,23,36,34,131
2019-20,KINGS,800000043819,332200229143,MESIVTA TIFERES YISROEL,JEWISH,48,0,52,50,50,52,58,54,53,0,60,58,33,42,27,43,145
2019-20,KINGS,800000043820,332200229145,YESHIVA AHAVAS TORAH,JEWISH,0,8,12,16,21,14,14,21,16,0,18,20,0,0,0,0,0
2019-20,KINGS,800000043808,332200229244,MASORES BAIS YAAKOV ELEMENTARY,JEWISH,59,0,54,51,50,48,45,56,61,0,70,46,0,0,0,0,0
2019-20,KINGS,800000043811,332200229475,YESHIVA VYELIPOL,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,30,20,22,26,98
2019-20,KINGS,800000043814,332200229577,NEFESH ACADEMY,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,9,28
2019-20,KINGS,800000044218,332200229642,STEP-SPECIAL TORAH EDUC PROG,JEWISH,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
2019-20,KINGS,800000043793,332200229795,CONGREGATION LEV BAIS YAAKOV,JEWISH,30,0,57,34,52,43,43,42,49,0,44,41,32,32,31,28,123
2019-20,KINGS,800000043795,332200229867,BONIM LAMOKOM,JEWISH,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
2019-20,KINGS,800000056051,332200229911,YESHIVA BIRCHAS SHMUEL,JEWISH,0,0,0,0,0,0,0,0,0,0,7,4,16,17,25,17,75
2019-20,KINGS,800000057375,332200229972,TALMUD TORAH OHEL YOCHANAN,JEWISH,164,77,0,78,77,75,94,66,84,0,75,47,0,0,0,0,0
2019-20,KINGS,800000059864,332200995520,CORTELYOU EARLY CHILDHOOD CENTER,INDEPENDENT,72,0,28,20,13,8,21,6,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000043711,332200998736,EBENEZER PREP SCHOOL,INDEPENDENT,7,0,7,6,8,6,11,10,9,0,8,5,0,0,0,0,0
2019-20,KINGS,800000043652,332300999180,PEOPLE'S ELEMENTARY SCHOOL,INDEPENDENT,31,0,36,32,38,44,40,44,45,0,37,40,0,0,0,0,0
2019-20,KINGS,800000062751,333200125708,CRISTO REY BROOKLYN HIGH SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,0,0,0,0,81,74,70,81,306
2019-20,KINGS,800000043629,333200126023,ST BRIGID CATHOLIC ACADEMY,ROMAN CATHOLIC - BROOKLYN DIOCESE,18,0,18,21,22,19,17,26,30,0,38,48,0,0,0,0,0
2019-20,QUEENS,800000043346,342400125875,CATHEDRAL PREP SCHOOL AND SEMINARY,ROMAN CATHOLIC - BROOKLYN DIOCESE,0,0,0,0,0,0,0,0,0,0,0,0,44,44,37,35,160
2019-20,QUEENS,800000043347,342400125898,SAINT ADALBERT CATHOLIC ACADEMY,ROMAN CATHOLIC - BROOKLYN DIOCESE,53,0,19,27,23,18,36,29,30,0,30,35,0,0,0,0,0
2019-20,QUEENS,800000043309,342400125906,ST BARTHOLOMEW CATHOLIC ACADEMY,ROMAN CATHOLIC - BROOKLYN DIOCESE,0,0,17,15,16,24,19,26,23,0,19,15,0,0,0,0,0
2019-20,QUEENS,800000043312,342400125914,CHRIST THE KING HIGH SCHOOL,ROMAN CATHOLIC - BROOKLYN DIOCESE,0,0,0,0,0,0,0,0,0,0,0,0,153,139,160,148,600
2019-20,QUEENS,800000043334,342400125941,ST LEO CATHOLIC ACADEMY,ROMAN CATHOLIC - BROOKLYN DIOCESE,59,0,24,23,25,25,24,26,28,0,29,34,0,0,0,0,0
2019-20,QUEENS,800000043335,342400125943,SAINT MARGARET CATHOLIC ACADEMY,ROMAN CATHOLIC - BROOKLYN DIOCESE,29,0,26,25,28,40,27,30,12,0,26,18,0,0,0,0,0
2019-20,QUEENS,800000043323,342400125952,ST MATTHIAS CATHOLIC ACADEMY,ROMAN CATHOLIC - BROOKLYN DIOCESE,8,0,22,24,10,24,32,30,40,0,37,43,0,0,0,0,0
2019-20,QUEENS,800000043324,342400125966,OUR LADY OF HOPE CATHOLIC ACADEMY,ROMAN CATHOLIC - BROOKLYN DIOCESE,37,0,33,33,52,41,60,54,48,0,58,54,0,0,0,0,0
2019-20,QUEENS,800000043325,342400125968,NOTRE DAME CATHOLIC ACADEMY,ROMAN CATHOLIC - BROOKLYN DIOCESE,68,0,37,26,19,25,19,23,34,0,20,31,0,0,0,0,0
2019-20,QUEENS,800000043326,342400125973,OUR LADY OF SORROWS CATHOLIC ACADEMY,ROMAN CATHOLIC - BROOKLYN DIOCESE,25,0,17,17,27,28,14,24,38,0,37,30,0,0,0,0,0
2019-20,QUEENS,800000043322,342400125986,RESURRECTION ASCENSION CATHOLIC,ROMAN CATHOLIC - BROOKLYN DIOCESE,51,0,27,23,25,30,24,28,27,0,26,32,0,0,0,0,0
2019-20,QUEENS,800000043310,342400125992,SACRED HEART CATHOLIC ACAD-GLENDALE,ROMAN CATHOLIC - BROOKLYN DIOCESE,54,0,25,28,22,21,32,24,17,0,28,17,0,0,0,0,0
2019-20,QUEENS,800000043311,342400125995,ST STANISLAUS KOSTKA  CATHOLIC ACADE,ROMAN CATHOLIC - BROOKLYN DIOCESE,57,0,17,23,18,18,15,18,19,0,13,18,0,0,0,0,0
2019-20,QUEENS,800000043278,342400315795,MARTIN LUTHER SCHOOL,LUTHERAN,0,0,0,0,0,0,0,0,11,0,25,16,31,40,27,41,139
2019-20,QUEENS,800000043300,342400446464,JACKSON HEIGHTS SDA SCHOOL,SEVENTH-DAY ADVENTIST,0,0,4,2,6,8,6,5,9,0,10,7,0,0,0,0,0
2019-20,QUEENS,800000043289,342400629515,RAZI SCHOOL,ISLAMIC,14,0,6,7,9,12,7,6,9,0,14,14,6,17,9,10,42
